Variable,Description,RXCUI,ATC,VA,VA_Drug
RXNORM:7004,mitotane,7004,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",mitotane 500 MG Oral Tablet [Lysodren]
RXNORM:7005,mitoxantrone,7005,Anthracyclines and related substances,"ANTINEOPLASTIC,OTHER",mitoxantrone 2 MG/ML Injectable Solution
RXNORM:700810,lisdexamfetamine,700810,Centrally acting sympathomimetics,AMPHETAMINES,lisdexamfetamine dimesylate 50 MG Oral Capsule [Vyvanse]
RXNORM:7019,molindone,7019,Indole derivatives,"ANTIPSYCHOTICS,OTHER",molindone hydrochloride 50 MG Oral Tablet
RXNORM:70223,aldesleukin,70223,Interleukins,IMMUNE STIMULANTS,aldesleukin 22000000 UNT Injection
RXNORM:703,amiodarone,703,"Antiarrhythmics, class III",ANTIARRHYTHMICS,200 ML amiodarone hydrochloride 1.8 MG/ML Injection
RXNORM:704,amitriptyline,704,Non-selective monoamine reuptake inhibitors,"CNS MEDICATIONS,OTHER|TRICYCLIC ANTIDEPRESSANTS",amitriptyline hydrochloride 12.5 MG / chlordiazepoxide 10 MG Oral Tablet
RXNORM:705058,aluminum sulfate/calcium acetate,705058,,,
RXNORM:705258,acetaminophen/dextromethorphan/doxylamine,705258,,ANTIHISTAMINE/ANTITUSSIVE,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG Oral Capsule
RXNORM:705259,acetaminophen/dextromethorphan/phenylephrine,705259,,"COLD REMEDIES,OTHER|ANTIHISTAMINE/DECONGESTANT/EXPECTORANT|DECONGESTANT/ANTITUSSIVE/ANALGESIC",acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution
RXNORM:70561,palonosetron,70561,Serotonin (5HT3) antagonists,ANTIEMETICS,20 ML fosnetupitant 11.75 MG/ML / palonosetron 0.0125 MG/ML Injection [Akynzeo]
RXNORM:70618,penicillin,70618,,,
RXNORM:70727,fiber,70727,,,
RXNORM:709271,certolizumab,709271,Tumor necrosis factor alpha (TNF-a) inhibitors,TUMOR NECROSIS FACTOR BLOCKER,1 ML certolizumab pegol 200 MG/ML Prefilled Syringe [Cimzia]
RXNORM:711942,eltrombopag,711942,Other systemic hemostatics,ANTIHEMORRHAGICS,eltrombopag 75 MG Oral Tablet [Promacta]
RXNORM:712,ammonium chloride,712,Electrolyte solutions|Acidifiers,"ELECTROLYTES/MINERALS,OTHER",20 ML ammonium chloride 5 MEQ/ML Injection
RXNORM:712566,ofatumumab,712566,Monoclonal antibodies,"ANTINEOPLASTIC,OTHER",0.4 ML ofatumumab 50 MG/ML Pen Injector [Kesimpta]
RXNORM:714438,pazopanib,714438,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",pazopanib 400 MG Oral Tablet
RXNORM:7145,mycophenolic acid,7145,Selective immunosuppressants,IMMUNE SUPPRESSANTS,mycophenolic acid 180 MG Delayed Release Oral Tablet [Myfortic]
RXNORM:71517,propoxyphene hcl,71517,,,
RXNORM:71535,vecuronium,71535,Other quaternary ammonium compounds,NEUROMUSCULAR BLOCKING AGENTS,vecuronium bromide 1 MG/ML Injectable Solution
RXNORM:719,amobarbital,719,"Barbiturates, plain",BARBITURIC ACID DERIVATIVE SEDATIVES/HYPNOTICS,amobarbital sodium 500 MG Injection
RXNORM:720825,silodosin,720825,Alpha-adrenoreceptor antagonists,ALPHA BLOCKERS/RELATED,silodosin 4 MG Oral Capsule [Rapaflo]
RXNORM:7213,ipratropium,7213,,"BRONCHODILATORS,ANTICHOLINERGIC|NASAL AND THROAT,TOPICAL,OTHER|ANTIASTHMA,OTHER",200 ACTUAT ipratropium bromide 0.017 MG/ACTUAT Metered Dose Inhaler [Atrovent]
RXNORM:72143,raloxifene,72143,Selective estrogen receptor modulators,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",raloxifene hydrochloride 60 MG Oral Tablet [Evista]
RXNORM:722,amoxapine,722,Non-selective monoamine reuptake inhibitors,TRICYCLIC ANTIDEPRESSANTS,amoxapine 50 MG Oral Tablet
RXNORM:72236,fosphenytoin,72236,Hydantoin derivatives,ANTICONVULSANTS,2 ML fosphenytoin sodium 75 MG/ML Injection [Cerebyx]
RXNORM:72257,interferon beta-1b,72257,Interferons,"IMMUNOLOGICAL AGENTS,OTHER",interferon beta-1b 0.3 MG Injection [Extavia]
RXNORM:7226,nadolol,7226,"Beta blocking agents, non-selective",ANTIHYPERTENSIVE COMBINATIONS|BETA BLOCKERS/RELATED,bendroflumethiazide 5 MG / nadolol 80 MG Oral Tablet [Corzide]
RXNORM:723,amoxicillin,723,Penicillins with extended spectrum,"PENICILLINS,AMINO DERIVATIVES|H. PYLORI AGENTS",amoxicillin 500 MG Oral Capsule [Trimox]
RXNORM:72302,ropinirole,72302,Dopamine agonists,ANTIPARKINSON AGENTS,24 HR ropinirole 6 MG Extended Release Oral Tablet [Requip]
RXNORM:7233,nafcillin,7233,Beta-lactamase resistant penicillins,PENICILLINASE-RESISTANT PENICILLINS,nafcillin 100 MG/ML Injectable Solution
RXNORM:7238,nalbuphine,7238,Morphinan derivatives,OPIOID ANALGESICS,nalbuphine hydrochloride 20 MG/ML Injectable Solution
RXNORM:7242,naloxone,7242,Antidotes|Peripheral opioid receptor antagonists,OPIOID ANALGESICS|OPIOID ANTAGONIST ANALGESICS,buprenorphine 8 MG / naloxone 2 MG Sublingual Tablet
RXNORM:7243,naltrexone,7243,Drugs used in alcohol dependence,"ALCOHOL DETERRENTS|OPIOID ANALGESICS|CNS MEDICATIONS,OTHER|OPIOID ANTAGONIST ANALGESICS",Abuse-Deterrent morphine sulfate 80 MG / naltrexone hydrochloride 3.2 MG Extended Release Oral Capsule [Embeda]
RXNORM:72435,anakinra,72435,Interleukin inhibitors,"ANTIRHEUMATICS,OTHER",0.67 ML anakinra 149 MG/ML Prefilled Syringe [Kineret]
RXNORM:7244,nandrolone,7244,Other ophthalmologicals|Estren derivatives,,
RXNORM:7247,naphazoline,7247,"Sympathomimetics, plain|Sympathomimetics used as decongestants|Sympathomimetics, combinations excl. corticosteroids","OPHTHALMICS,OTHER|DECONGESTANTS,TOPICAL OPHTHALMIC",glycerin 2 MG/ML / naphazoline hydrochloride 0.2 MG/ML Ophthalmic Solution
RXNORM:725,amphetamine,725,Centrally acting sympathomimetics,AMPHETAMINES,amphetamine sulfate 5 MG Oral Tablet
RXNORM:725123,carboxymethylcellulose/glycerin,725123,,EYE WASHES/LUBRICANTS,carboxymethylcellulose sodium 0.01 MG/MG / glycerin 0.009 MG/MG Ophthalmic Gel
RXNORM:7258,naproxen,7258,"Antiinflammatory preparations, non-steroids for topical use|Propionic acid derivatives|Antiinflammatory products for vaginal administration","COLD REMEDIES,OTHER|NONSALICYLATE NSAIs,ANTIRHEUMATIC|CNS MEDICATIONS,OTHER|ANTIMIGRAINE AGENTS",esomeprazole 20 MG / naproxen 500 MG Delayed Release Oral Tablet [Vimovo]
RXNORM:72610,troglitazone,72610,Thiazolidinediones,,
RXNORM:72625,duloxetine,72625,Other antidepressants,"ANTIDEPRESSANTS,OTHER",duloxetine 40 MG Delayed Release Oral Capsule
RXNORM:7268,natamycin,7268,Antiinfectives and antiseptics for local oral treatment|Antibiotics,"ANTIFUNGALS,TOPICAL OPHTHALMIC",natamycin 50 MG/ML Ophthalmic Suspension [Natacyn]
RXNORM:72937,tolcapone,72937,Other dopaminergic agents,ANTIPARKINSON AGENTS,tolcapone 200 MG Oral Tablet
RXNORM:729455,amlodipine/valsartan,729455,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,ANTIHYPERTENSIVE COMBINATIONS,amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge]
RXNORM:729596,methoxy polyethylene glycol-epoetin beta,729596,Other antianemic preparations,BLOOD FORMATION PRODUCTS,0.3 ML methoxy polyethylene glycol-epoetin beta 0.25 MG/ML Prefilled Syringe
RXNORM:72962,docetaxel,72962,Taxanes,"ANTINEOPLASTIC,OTHER",10 ML docetaxel 20 MG/ML Injection
RXNORM:72965,letrozole,72965,Aromatase inhibitors,"ANTINEOPLASTIC,OTHER",letrozole 2.5 MG Oral Tablet
RXNORM:729717,metformin/sitagliptin,729717,Combinations of oral blood glucose lowering drugs,"ORAL HYPOGLYCEMIC AGENTS,ORAL",metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Janumet]
RXNORM:7299,neomycin,7299,Other aminoglycosides|Antiinfectives|Antiinfectives and antiseptics for local oral treatment|Other antibiotics for topical use|Antibiotics,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER|IRRIGATION SOLUTIONS|AMINOGLYCOSIDES|ANTI-INFECTIVE,TOPICAL,OTHER|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",neomycin sulfate 500 MG Oral Tablet
RXNORM:73032,remifentanil,73032,Opioid anesthetics,OPIOID ANALGESICS,remifentanil 5 MG Injection [Ultiva]
RXNORM:73044,repaglinide,73044,"Other blood glucose lowering drugs, excl. insulins","ORAL HYPOGLYCEMIC AGENTS,ORAL",metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet
RXNORM:73056,risedronate,73056,,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",{12 (risedronate sodium 35 MG Oral Tablet) } Pack
RXNORM:73137,tirofiban,73137,Platelet aggregation inhibitors excl. heparin,ANTICOAGULANTS,15 ML tirofiban 0.25 MG/ML Injection [Aggrastat]
RXNORM:7315,neostigmine,7315,Parasympathomimetics|Anticholinesterases,PARASYMPATHOMIMETICS (CHOLINERGICS),neostigmine methylsulfate 1 MG/ML Injectable Solution
RXNORM:73178,iloperidone,73178,Other antipsychotics,"ANTIPSYCHOTICS,OTHER",{2 (iloperidone 1 MG Oral Tablet) / 2 (iloperidone 2 MG Oral Tablet) / 2 (iloperidone 4 MG Oral Tablet) / 2 (iloperidone 6 MG Oral Tablet) } Pack
RXNORM:732,amphotericin b,732,Antiinfectives and antiseptics for local oral treatment|Antibiotics,ANTIFUNGALS,20 ML amphotericin B lipid complex 5 MG/ML Injection [Abelcet]
RXNORM:733,ampicillin,733,Penicillins with extended spectrum|Antibiotics,"PENICILLINS,AMINO DERIVATIVES",ampicillin 100 MG/ML Injectable Solution
RXNORM:733003,plerixafor,733003,Other immunostimulants,"BLOOD PRODUCTS,OTHER",1.2 ML plerixafor 20 MG/ML Injection [Mozobil]
RXNORM:734064,desvenlafaxine,734064,Other antidepressants,"ANTIDEPRESSANTS,OTHER",24 HR desvenlafaxine succinate 50 MG Extended Release Oral Tablet [Pristiq]
RXNORM:73494,telmisartan,73494,"Angiotensin II receptor blockers (ARBs), plain",ANTIHYPERTENSIVE COMBINATIONS|ANGIOTENSIN II INHIBITOR,amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]
RXNORM:73645,valacyclovir,73645,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,ANTIVIRALS,valacyclovir 500 MG Oral Tablet
RXNORM:73689,febuxostat,73689,Preparations inhibiting uric acid production,ANTIGOUT AGENTS,febuxostat 80 MG Oral Tablet [Uloric]
RXNORM:73710,paricalcitol,73710,Other anti-parathyroid agents,"VITAMIN D,OTHER",paricalcitol 0.002 MG Oral Capsule [Zemplar]
RXNORM:7393,niacin,7393,Nicotinic acid and derivatives,MULTIVITAMINS|MULTIVITAMINS WITH MINERALS|NICOTINIC ACID,ascorbic acid 100 MG / biotin 0.15 MG / calcium pantothenate 5 MG / folic acid 1 MG / niacin 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine mononitrate 1.5 MG / vitamin B12 0.006 MG Oral Capsule
RXNORM:7396,nicardipine,7396,Dihydropyridine derivatives,CALCIUM CHANNEL BLOCKERS,nicardipine hydrochloride 30 MG Oral Capsule
RXNORM:74,para-aminobenzoic acid,74,Protectives against UV-radiation for topical use,,
RXNORM:7405,niacinamide,7405,Other plain vitamin preparations,MULTIVITAMINS|NICOTINIC ACID,dexpanthenol 2 MG/ML / niacinamide 100 MG/ML / riboflavin 2 MG/ML / thiamine 100 MG/ML / vitamin B6 2 MG/ML Injectable Solution
RXNORM:7407,nicotine,7407,Drugs used in nicotine dependence,"ANTIDOTES/DETERRENTS,OTHER",nicotine 4 MG Oral Lozenge [Nicorette]
RXNORM:74169,piperacillin/tazobactam,74169,,EXTENDED SPECTRUM PENICILLINS,piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution [Zosyn]
RXNORM:7417,adalat,7417,Dihydropyridine derivatives,CALCIUM CHANNEL BLOCKERS,24 HR nifedipine 60 MG Extended Release Oral Tablet [Afeditab CR]
RXNORM:742,amyl nitrite,742,Antidotes,ANTIANGINALS,amyl nitrite 0.3 ML Nasal Inhalant
RXNORM:7426,nimodipine,7426,Dihydropyridine derivatives,CALCIUM CHANNEL BLOCKERS,nimodipine 6 MG/ML Oral Solution [Nymalize]
RXNORM:7435,nisoldipine,7435,Dihydropyridine derivatives,CALCIUM CHANNEL BLOCKERS,24 HR nisoldipine 8.5 MG Extended Release Oral Tablet [Sular]
RXNORM:7454,nitrofurantoin,7454,Nitrofuran derivatives,NITROFURANS ANTIMICROBIALS,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule [Macrobid]"
RXNORM:746083,lubricating oph oint,746083,,EYE WASHES/LUBRICANTS,mineral oil 0.15 MG/MG / petrolatum 0.83 MG/MG Ophthalmic Ointment
RXNORM:74667,zaleplon,74667,Benzodiazepine related drugs,"SEDATIVES/HYPNOTICS,OTHER",zaleplon 5 MG Oral Capsule
RXNORM:74671,corticorelin ovine,74671,,,
RXNORM:746741,pramipexole,746741,Dopamine agonists,ANTIPARKINSON AGENTS,24 HR pramipexole dihydrochloride 3 MG Extended Release Oral Tablet [Mirapex]
RXNORM:7512,norepinephrine,7512,Adrenergic and dopaminergic agents,SYMPATHOMIMETICS (ADRENERGICS),4 ML norepinephrine 1 MG/ML Injection
RXNORM:7514,norethindrone,7514,Progestogens|Estren derivatives,"PROGESTINS|ANTINEOPLASTIC HORMONES|HORMONES/SYNTHETICS/MODIFIERS,OTHER|CONTRACEPTIVES,SYSTEMIC",{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Heather 28 Day]
RXNORM:751543,"collagen,activated",751543,,"DERMATOLOGICALS,TOPICAL OTHER","collagen,activated 0.96 MG/MG Topical Powder"
RXNORM:7517,norfloxacin,7517,Fluoroquinolones,QUINOLONES,norfloxacin 400 MG Oral Tablet
RXNORM:7518,norgestrel,7518,,"CONTRACEPTIVES,SYSTEMIC",{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Cryselle 28]
RXNORM:75207,bosentan,75207,Antihypertensives for pulmonary arterial hypertension,"CARDIOVASCULAR AGENTS,OTHER",bosentan 125 MG Oral Tablet [Tracleer]
RXNORM:7531,nortriptyline,7531,Non-selective monoamine reuptake inhibitors,TRICYCLIC ANTIDEPRESSANTS,nortriptyline 25 MG Oral Capsule
RXNORM:753340,sapropterin,753340,Various alimentary tract and metabolism products,"HORMONES/SYNTHETICS/MODIFIERS,OTHER|ANTIDOTES/DETERRENTS,OTHER",sapropterin dihydrochloride 500 MG Powder for Oral Solution [Kuvan]
RXNORM:753346,sinecatechins,753346,Antivirals,"KERATOLYTICS/CAUSTICS,TOPICAL",sinecatechins 0.15 MG/MG Topical Ointment [Veregen]
RXNORM:75635,eptifibatide,75635,Platelet aggregation inhibitors excl. heparin,ANTICOAGULANTS,100 ML eptifibatide 0.75 MG/ML Injection [Integrilin]
RXNORM:75917,interferon beta-1a,75917,Interferons,IMMUNE STIMULANTS,{6 (0.2 ML interferon beta-1a 0.044 MG/ML Prefilled Syringe [Rebif]) / 6 (0.5 ML interferon beta-1a 0.044 MG/ML Prefilled Syringe [Rebif]) } Pack [Rebif Titration]
RXNORM:7597,nystatin,7597,Antibiotics,"ANTIFUNGALS|ANTIFUNGAL,TOPICAL|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",nystatin 100 UNT/MG Topical Ointment
RXNORM:7617,octreotide,7617,Somatostatin and analogues,ANTIDIARRHEAL AGENTS|PITUITARY,octreotide 10 MG Injection [Sandostatin]
RXNORM:7623,ofloxacin,7623,Fluoroquinolones|Antiinfectives,"ANTIBACTERIALS,TOPICAL OTIC|ANTIBACTERIALS,TOPICAL OPHTHALMIC|QUINOLONES",ofloxacin 3 MG/ML Otic Solution [Floxin]
RXNORM:7624,clove oil,7624,,PHARMACEUTICAL AIDS/REAGENTS,clove oil
RXNORM:763450,rilonacept,763450,Interleukin inhibitors,IMMUNE SUPPRESSANTS,rilonacept 220 MG Injection [Arcalyst]
RXNORM:7646,omeprazole,7646,Proton pump inhibitors,"PLATELET AGGREGATION INHIBITORS|GASTRIC MEDICATIONS,OTHER|H. PYLORI AGENTS",omeprazole 2.5 MG Granules for Oral Suspension [Prilosec]
RXNORM:76469,"bcg, live, connaught strain",76469,,,
RXNORM:7676,opium,7676,Antipropulsives|Natural opium alkaloids,ANTIDIARRHEAL AGENTS|OPIOID ANALGESICS,opium tincture 100 MG/ML Oral Solution
RXNORM:7688,metaproterenol,7688,Non-selective beta-adrenoreceptor agonists,"BRONCHODILATORS,SYMPATHOMIMETIC,ORAL",metaproterenol sulfate 2 MG/ML Oral Solution
RXNORM:76895,reteplase,76895,Enzymes,THROMBOLYTICS,reteplase 10 UNT Injection [Retavase]
RXNORM:7715,orphenadrine,7715,,SKELETAL MUSCLE RELAXANTS,aspirin 856 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet
RXNORM:7716,orphenadrine citrate,7716,"Ethers, chemically close to antihistamines",SKELETAL MUSCLE RELAXANTS,aspirin 856 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet
RXNORM:77492,tamsulosin,77492,Alpha-adrenoreceptor antagonists,"GENITO-URINARY AGENTS,OTHER|ALPHA BLOCKERS/RELATED",dutasteride 0.5 MG / tamsulosin hydrochloride 0.4 MG Oral Capsule [Jalyn]
RXNORM:77655,zoledronic acid,77655,Bisphosphonates,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",100 ML zoledronic acid 0.05 MG/ML Injection [Reclast]
RXNORM:7773,oxacillin,7773,Beta-lactamase resistant penicillins,PENICILLINASE-RESISTANT PENICILLINS,50 ML oxacillin 20 MG/ML Injection
RXNORM:7779,oxandrolone,7779,Androstan derivatives,ANDROGENS/ANABOLICS,oxandrolone 10 MG Oral Tablet [Oxandrin]
RXNORM:7812,oxymetazoline,7812,"Sympathomimetics, plain|Sympathomimetics used as decongestants|Sympathomimetics, combinations excl. corticosteroids","LOCAL ANESTHETICS,TOPICAL|DECONGESTANTS,NASAL|DERMATOLOGICALS,TOPICAL OTHER|DECONGESTANTS,TOPICAL OPHTHALMIC",oxymetazoline hydrochloride 1 MG/ML Ophthalmic Solution [Upneeq]
RXNORM:7813,oxymetholone,7813,Androstan derivatives,ANDROGENS/ANABOLICS,oxymetholone 50 MG Oral Tablet [Anadrol-50]
RXNORM:7824,oxytocin,7824,Oxytocin and analogues,OXYTOCICS,oxytocin 20 UNT/ML Injectable Solution
RXNORM:7833,aminosalicylic acid,7833,Aminosalicylic acid and derivatives,ANTITUBERCULARS,aminosalicylic acid 4000 MG Oral Granules
RXNORM:784649,asenapine,784649,"Diazepines, oxazepines, thiazepines and oxepines","ANTIPSYCHOTICS,OTHER",asenapine 5 MG Sublingual Tablet [Saphris]
RXNORM:78484,danaparoid,78484,Heparin group,,
RXNORM:78678,rauwolfia,78678,,,
RXNORM:787390,tapentadol,787390,Other opioids,OPIOID ANALGESICS,tapentadol 75 MG Oral Tablet [Nucynta]
RXNORM:7880,pancreatin,7880,,,
RXNORM:7884,pancuronium bromide,7884,,NEUROMUSCULAR BLOCKING AGENTS,pancuronium bromide 1 MG/ML Injectable Solution
RXNORM:78903,capreomycin,78903,Antibiotics,ANTITUBERCULARS,capreomycin 500 MG/ML Injectable Solution
RXNORM:7891,pantothenic acid,7891,,,
RXNORM:7895,papaverine,7895,Papaverine and derivatives|Drugs used in erectile dysfunction,PERIPHERAL VASODILATORS,papaverine 150 MG Extended Release Oral Capsule
RXNORM:7906,paraffin hydrocarbons,7906,,PHARMACEUTICAL AIDS/REAGENTS,paraffin
RXNORM:792171,bupivacaine/hydromorphone,792171,,,
RXNORM:7934,paromomycin,7934,Antibiotics,"ANTIPARASITICS,OTHER",paromomycin 250 MG Oral Capsule
RXNORM:794809,menthol/zinc oxide,794809,,"DERMATOLOGICALS,TOPICAL OTHER",menthol 0.0045 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment
RXNORM:7966,pemoline,7966,Centrally acting sympathomimetics,,
RXNORM:797195,fesoterodine,797195,Drugs for urinary frequency and incontinence,"ANTISPASMODICS,URINARY",24 HR fesoterodine fumarate 8 MG Extended Release Oral Tablet [Toviaz]
RXNORM:7973,penbutolol,7973,"Beta blocking agents, non-selective",BETA BLOCKERS/RELATED,penbutolol sulfate 20 MG Oral Tablet
RXNORM:797426,naproxen/sumatriptan,797426,,ANTIMIGRAINE AGENTS,naproxen sodium 500 MG / sumatriptan 85 MG Oral Tablet [Treximet]
RXNORM:797431,menthol/petrolatum/pramoxine,797431,,"LOCAL ANESTHETICS,TOPICAL",menthol 5 MG/ML / petrolatum 300 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream [Sarna Ultra]
RXNORM:7975,penicillamine,7975,Penicillamine and similar agents,PENICILLAMINE,penicillamine 125 MG Oral Tablet [D-Penamine]
RXNORM:797541,isopropyl alcohol,797541,Other antiseptics and disinfectants,"OTIC AGENTS,OTHER|ANTIBACTERIAL,TOPICAL",chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Topical Solution [ChloraPrep]
RXNORM:7980,penicillin g,7980,Beta-lactamase sensitive penicillins|Antibiotics,PENICILLIN-G RELATED PENICILLINS,penicillin G potassium 1000000 UNT/ML Injectable Solution [Pfizerpen]
RXNORM:798306,tetanus toxoid,798306,Tetanus vaccines,"TOXOIDS|VACCINES/TOXOIDS, OTHER|IMMUNOLOGICAL AGENTS,OTHER","0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Kinrix]"
RXNORM:7994,pentamidine,7994,,"ANTIPROTOZOALS,OTHER|ANTI-INFECTIVES,OTHER",pentamidine isethionate 300 MG Injection [Pentam]
RXNORM:7995,pentamidine isethionate,7995,Other agents against leishmaniasis and trypanosomiasis,"ANTIPROTOZOALS,OTHER|ANTI-INFECTIVES,OTHER",pentamidine isethionate 300 MG Injection [Pentam]
RXNORM:8001,pentazocine,8001,Benzomorphan derivatives,OPIOID ANALGESICS,naloxone 0.5 MG / pentazocine 50 MG Oral Tablet
RXNORM:8004,pentobarbital,8004,"Barbiturates, plain",BARBITURIC ACID DERIVATIVE SEDATIVES/HYPNOTICS,pentobarbital sodium 50 MG/ML Injectable Solution
RXNORM:8011,pentostatin,8011,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",pentostatin 10 MG Injection
RXNORM:8013,pentoxifylline,8013,Purine derivatives,"CARDIOVASCULAR AGENTS,OTHER",pentoxifylline 400 MG Extended Release Oral Tablet
RXNORM:801698,arginaid,801698,,,
RXNORM:802519,aliskiren/hydrochlorothiazide,802519,Renin-inhibitors,ANTIHYPERTENSIVE COMBINATIONS,aliskiren 300 MG / hydrochlorothiazide 25 MG Oral Tablet [Tekturna HCT]
RXNORM:802646,metformin/repaglinide,802646,Combinations of oral blood glucose lowering drugs,"ORAL HYPOGLYCEMIC AGENTS,ORAL",metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet
RXNORM:803516,niacin/simvastatin,803516,,,
RXNORM:804304,calamine/pramoxine,804304,,"DERMATOLOGICALS,TOPICAL OTHER",calamine 80 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Calagesic]
RXNORM:8048,pergolide mesylate,8048,,,
RXNORM:805452,romiplostim,805452,Other systemic hemostatics,ANTIHEMORRHAGICS,romiplostim 0.125 MG Injection [Nplate]
RXNORM:8076,perphenazine,8076,Phenothiazines with piperazine structure,"PHENOTHIAZINE/RELATED ANTIPSYCHOTICS|CNS MEDICATIONS,OTHER",amitriptyline hydrochloride 50 MG / perphenazine 4 MG Oral Tablet
RXNORM:8091,petrolatum,8091,,"EYE WASHES/LUBRICANTS|LOCAL ANESTHETICS,TOPICAL|ANTIFUNGAL,TOPICAL|EMOLLIENTS|HEMORRHOIDAL PREPARATIONS WITHOUT STEROID|DERMATOLOGICALS,TOPICAL OTHER",dimethicone 200 MG/ML / petrolatum 250 MG/ML Topical Spray
RXNORM:809864,c1 inhibitor,809864,Drugs used in hereditary angioedema,"BLOOD PRODUCTS,OTHER",C1 esterase inhibitor (human) 500 UNT Injection [Berinert]
RXNORM:8120,phenazopyridine,8120,Other urologicals,"ANALGESICS,URINARY|ANTISPASMODICS,URINARY,OTHER",phenazopyridine hydrochloride 99.5 MG Oral Tablet [Azo Urinary Pain Relief]
RXNORM:8124,phenelzine sulfate,8124,,,
RXNORM:8149,phenoxybenzamine,8149,Other peripheral vasodilators,SYMPATHOLYTICS,phenoxybenzamine hydrochloride 10 MG Oral Capsule [Dibenzyline]
RXNORM:815166,dextromethorphan/doxylamine,815166,,ANTIHISTAMINE/ANTITUSSIVE,dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML Oral Solution
